class,RE,RENL,SWR,SKR,QR,CER,CS,ACF,CT,TAC,RT,RCF,TRC,RP,ExtLib,Sentiment,id,comment_text
u,79.85387096774194,100.0,0.3902439024390244,0.4146341463414634,0.0,0.4878048780487805,0.4490132550669372,0,0,94,1,5,73,20,0.4549484800017944,0,68087996-7295, I'm not sure you need to do `len(location) > 0`  I think `location[0] if location else None` will work the same since an empty list if a falsy value.
u,88.72514705882354,100.0,0.3181818181818182,0.3636363636363636,0.0,0.3636363636363636,0.3212877315609995,66,1,3166,1,43,1478,289,0.6557920634651871,1,67552267-7275,"	But you just guaranteed that `account_group.facebook_url` is `None`. You need the listing, I think."
u,77.95524528301891,83.68200000000002,0.365079365079365,0.3809523809523809,0.0,0.0793650793650793,0.2229978693352242,0,0,339,1,7,228,56,0.8452461606070965,1,68092163-7275,"	This look really elegant, and it's super easy to read. However, my complaint is that there's a lot of duplicate (triplicate?) code. I would really prefer seeing a single modular method for this. Your `if` chain could instead add the social url to a list of kwargs to pass into `updateAccountGroupV3`"
u,97.61,97.61,0.5957446808510638,0.5957446808510638,0.3333333333333333,0.0212765957446808,0.5447047794019222,2,1,169,1,13,171,45,0.0,1,68100682-7275,	This will replace the social_url on the account group even if the user has already set it to something else. Will this be a problem? I guess the social_url should probably be the same as the listing we're tracking for that source..
u,100.0,100.0,0.4516129032258064,0.4516129032258064,0.0,0.032258064516129,0.1601281538050871,2,1,169,1,13,171,45,0.0,0,68111721-7275,	That's fair. That's what I thought earlier.  I just can't think of a case in which they wouldn't want the two to be in sync.
u,62.79000000000002,62.79000000000002,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,174,1,5,264,34,0.0,1,67203665-7258,	snake case preferred.
u,66.15000000000003,66.15000000000003,0.56,0.56,0.0,0.04,0.1571348402636772,0,0,174,1,5,264,34,0.0,1,67204755-7258,"	Are we going to refactor this method once the map reduce to pull in permissions is run, rather than having a multi-purpose function."
u,75.32035714285716,75.32035714285716,0.5217391304347826,0.5217391304347826,0.5,0.0434782608695652,0.1516196087157807,2,1,3488,1,12,1811,308,0.7270345574943947,1,67190799-7256,	Can you add the suggested path to get this data instead? eg: The Permission data is available on the getService endpoint.
u,97.025,97.025,0.5,0.5,0.0,0.25,0.2886751345948129,13,1,1591,1,54,1559,297,0.7398966856649059,1,66885485-7247,	this comma is weird
u,95.42,100.0,0.3103448275862069,0.3103448275862069,0.0,0.6896551724137931,0.321860342910192,0,0,86,1,1,136,21,0.0,1,66861164-7243,"	Stick an ""and"" in this message: `{0} for {1} gave {2} response, and returned no results.`..."
u,86.70500000000001,100.0,0.5,0.5,0.5,0.2727272727272727,0.2886751345948129,0,0,3166,1,21,1457,286,0.7299678128538737,0,66866875-7241,	why not `self.get_facebook_profile_permissions`? There might be a reason to do this that I'm unaware of.
u,35.60500000000002,35.60500000000002,0.0,0.0,1.0,0.3333333333333333,0.0,0,0,3166,1,21,1457,286,0.7299678128538737,1,66866976-7241,"	capital ""O""?"
u,75.12117647058825,75.12117647058825,0.5882352941176471,0.5882352941176471,0.0,0.0588235294117647,0.1833396994056422,0,0,3166,1,21,1457,286,0.7299678128538737,0,66867377-7241,	This logic doesn't look to me like it gives you any information about a Facebook Page.
u,9.700000000000015,9.700000000000015,0.6666666666666666,0.6666666666666666,0.0,0.1111111111111111,0.3698001308168194,3,1,1591,1,23,1554,296,0.7096114979112342,1,66868823-7241,	We should probably just rename it to GetSocialProfileUserPermissions then.
u,100.0,100.0,0.375,0.375,0.0,0.25,0.1889822365046136,3,1,1591,1,23,1554,296,0.7096114979112342,1,66869952-7241,	No reason.  We can use `self`.
u,95.93928571428572,95.93928571428572,0.7857142857142857,0.7857142857142857,0.0,0.0714285714285714,0.0,0,0,1591,1,16,1554,296,0.5861895063740489,1,66996580-7241,	This could probably be bumped up one line to be with the other properties
u,66.74000000000002,74.805,0.4838709677419355,0.4838709677419355,0.5,0.1612903225806451,0.3275202337964775,16,1,695,1,12,367,58,0.4791100270018544,0,66830003-7240,	I noticed pretty much every method here accepts `callback` and `callbackArgs` and passes them to the pipeline. Is there any reason you are not doing this?
u,92.6275,95.84945652173916,0.5,0.5,0.0,0.1,0.4285714285714285,0,0,695,1,25,367,58,0.4155813868856491,1,66830476-7240,"	I don't know what ""status"" is. Maybe indicate that you are updating the `is_synced` property if that's what the method is doing."
u,44.69666666666669,80.68684210526318,0.2571428571428571,0.2571428571428571,0.0,0.4285714285714285,0.3988620176087328,0,0,695,1,30,367,58,0.7228344106683975,0,66831276-7240,	You can just: ```python uberall_location[API_KEYS.LISTINGS] = directory ``` Unless you are actually updating multiple key/value pairs it doesn't make sense to call `update`.
u,81.20666666666669,81.20666666666669,0.6046511627906976,0.6046511627906976,0.3333333333333333,0.0232558139534883,0.2777777777777778,0,0,695,1,25,367,58,0.4155813868856491,0,66831843-7240,"	Can you make it clear for each of these models what their purpose is? Why do we have two different models, what kind of information are they storing or keeping track of. This doesn't really provide me enough information."
u,92.91,92.9312931034483,0.6363636363636364,0.6363636363636364,0.0,0.0606060606060606,0.2106752429000961,0,0,695,1,30,367,58,0.7228344106683975,0,66832254-7240,	Can you include a one line comment or something or each of these `if` conditions. It's not clear what you are doing or why in each of these blocks.
u,85.16499999999999,90.09000000000002,0.45,0.45,0.0,0.2,0.2886751345948128,0,0,695,1,15,367,58,0.3402944442696993,1,66832665-7240,	I believe you are missing a test for the case when a `sync_details_key` is not specified.
u,90.09000000000002,95.93928571428572,0.5294117647058824,0.5294117647058824,0.0,0.1176470588235294,0.2,0,0,695,1,15,367,58,0.3402944442696993,0,66832694-7240,	If you aren't doing anything in `setUp` you don't need to include it.
u,100.0,100.0,0.5238095238095238,0.5238095238095238,0.5,0.0476190476190476,0.2085144140570747,0,0,209,0,0,218,53,0.0,0,66848477-7240,	I didn't think you could have both required and have a default value for ndb.  Does vdatastore fix that?
u,90.01405172413794,97.7025,0.3170731707317073,0.3414634146341463,1.0,0.5853658536585366,0.4926646390821466,0,0,209,0,0,218,53,0.0,1,66849838-7240,"	Is  ``` is_synced: False sync_details_key_id = ""some key id"" ``` A valid state? Or does the presence of a `sync_details_key_id` indicate that it is synced?"
u,62.83022988505749,82.54738095238096,0.4242424242424242,0.4242424242424242,1.0,0.0606060606060606,0.2672612419124244,0,0,209,0,0,218,53,0.0,0,66864266-7240,"	So then sync_details_key_id is always pointing at a `UberallSyncDetailsModel`? Any reason not to make it a structured property? Also, why would it change at this point?"
u,100.0,100.0,0.3333333333333333,0.3333333333333333,0.5,0.0476190476190476,0.2948839123097942,9,1,695,1,4,312,57,0.4360146822816669,0,66802435-7234,"	Why is this method here? Also it doesn't build a key, just the (string) key name."
u,100.0,100.0,0.4285714285714285,0.4285714285714285,0.0,0.0714285714285714,0.0,45,1,3166,1,32,1430,284,0.8290427242802751,1,66673705-7228,	I'm 10000% unclear how this solves the auth problem you described.
u,100.0,100.0,0.1923076923076923,0.1923076923076923,0.0,0.3461538461538461,0.4923659639173309,45,1,3166,1,32,1430,284,0.8290427242802751,1,66806928-7228,"	Right! Makes much sense.  Maybe we could make it `content_dict = json.loads(response.content)`. But ya, :shipit:"
u,35.60500000000002,35.60500000000002,0.0,0.0,0.0,0.5,0.0,0,0,86,1,1,126,20,0.4476527899361498,1,66631712-7226,	Extra indent!
u,75.50000000000003,75.50000000000003,0.5,0.5,1.0,0.1,0.2909571869813231,0,0,86,1,3,116,18,0.0,1,66479961-7220,	I assume this number is from...411 themselves somewhere?
u,94.3,94.3,0.4545454545454545,0.4545454545454545,0.0,0.0909090909090909,0.1118033988749894,39,1,1591,1,35,1527,294,0.7206155611306313,0,66350371-7219,	using the word 'reach' here is a little confusing
u,95.93928571428572,95.93928571428572,0.5,0.5,0.0,0.0333333333333333,0.2733040833050606,0,0,174,1,16,216,27,0.0,1,66350479-7219,"	I'd like to improve this doc string, or improve the comments in this function. I can see people taking a long time to figure this function out."
u,89.51692307692309,89.51692307692309,0.7692307692307693,0.7692307692307693,0.0,0.0769230769230769,0.4518480570575319,0,0,7098,0,0,439,46,0.0,1,66144970-7200,	you want to check if its expired or not if it is demo.
u,8.979772727272717,8.979772727272717,0.3333333333333333,0.3333333333333333,0.5,0.0833333333333333,0.1005037815259212,0,0,3488,1,2,1800,305,0.0,1,66271726-7200,	Visibililty seems incorrect for directory name. I assume you meant visibility?
u,86.55500000000002,86.55500000000002,0.4102564102564102,0.4102564102564102,0.6666666666666666,0.0256410256410256,0.4005963724010763,0,0,3488,1,5,1800,305,0.3510989038028633,0,66273573-7200,"	So this is only globally disabled sources? If the account group or partner has disabled a source, we do not remove the score for that source from the listing point score. Is that the intended behaviour?"
u,99.49178571428574,99.49178571428574,0.5217391304347826,0.5217391304347826,1.0,0.0434782608695652,0.2710410824318283,0,0,3488,1,10,1800,305,0.540985287597986,1,66273936-7200,"	why the is_demo check? Wouldn't we want to avoid doing this work for all expired account, demo or not?"
u,53.655,53.655,0.3571428571428571,0.3571428571428571,0.0,0.0714285714285714,0.3202563076101743,0,0,3488,1,10,1800,305,0.540985287597986,1,66274084-7200,"	Especially scared, since Core never deletes account groups, it just expires them."
u,100.0,100.0,0.5714285714285714,0.5714285714285714,0.0,0.0714285714285714,0.1601281538050871,0,0,3488,1,10,1800,305,0.540985287597986,1,66288823-7200,	It is not the case =) I would like to see that change.
u,50.66500000000002,50.66500000000002,0.5,0.5,0.0,0.125,0.294174202707276,0,0,7098,0,0,439,46,0.0,1,66289196-7200,	expiry is only ever set for demo accounts.
u,29.00750000000002,29.00750000000002,0.35,0.35,0.3333333333333333,0.05,0.2696799449852968,0,0,3488,1,5,1800,305,0.3510989038028633,1,66289228-7200,	@tbathgate-va likely remembers better. I believe an account group has a method that helps this. getCalculatedIgnoredSource?
u,95.84945652173916,95.84945652173916,0.56,0.56,0.0,0.04,0.3339472073954039,0,0,7098,0,0,439,46,0.0,1,66289342-7200,"	You are thinking about expiry on the account group, this is the expiry on the account. So we should be checking for both."
u,8.14500000000001,81.85500000000002,0.2745098039215686,0.3137254901960784,0.0,0.7647058823529411,0.5070925528371099,0,0,304,0,0,157,37,0.0,1,66289457-7200,"	This aggregation gives me an error when trying to run in vconsole  ``` import elastic from elastic.documents.listing import ListingDocument  agg = elastic.AggregationBuilder.max(     ListingDocument.score ) ``` ``` ValueError: ('no idea how to unwrap the given propery_ %s', ```"
u,86.875,86.875,0.4516129032258064,0.4516129032258064,0.0,0.032258064516129,0.4133770167502448,0,0,3488,1,10,1800,305,0.540985287597986,1,66289703-7200,"	That could be. I seem to recall when getting a deleted message from VBC, we expired all accounts on the account group, not just the account group expiry."
u,69.78500000000001,83.32000000000004,0.3636363636363636,0.3636363636363636,0.0,0.5454545454545454,0.5144957554275265,0,0,7098,0,0,439,46,0.0,1,66290102-7200,	You probably want to do `account_group doWork(WORK.LISTING)`
u,69.67500000000004,69.67500000000004,0.3846153846153846,0.3846153846153846,0.0,0.0384615384615384,0.2080125735844609,0,0,3488,1,10,1800,305,0.540985287597986,1,66290870-7200,"	That would be a good choice. doWork for WORK.LISTING also allows a sourceId arg, which will handle enabled and disabled sources as well."
u,84.90000000000003,84.90000000000003,0.4761904761904761,0.4761904761904761,0.0,0.0476190476190476,0.0727392967453307,0,0,3166,1,10,1426,282,0.6875692691346686,1,66343861-7200,	at architecture they said there was a bug in this. @jrans-va or @bbassingthwaite-va would know details
u,63.600714285714304,63.600714285714304,0.6551724137931034,0.6551724137931034,0.0,0.0344827586206896,0.220970869120796,0,0,441,0,0,146,34,0.6718721340279519,1,66344394-7200,"	Basically if there is an error at any point in your mapper, the documents that had been assigned to that shard will be skipped over on the retry..."
u,70.14470588235295,70.14470588235295,0.5,0.5,1.0,0.05,0.3547874375934495,1,1,3166,1,4,1426,282,0.5491549383806152,1,66367460-7200,"	In the next iteration this case would actually contribute to the ""Citation"" portion of the score, right?"
u,85.85950000000001,85.38,0.5357142857142857,0.5714285714285714,0.0,0.0714285714285714,0.2038588765750502,0,0,2387,1,5,1406,205,0.0,1,66087420-7199,	The code to find the company name is duplicated now. Probably worth it to break it out and reuse it in `_scrape` just for maintenance.
u,77.90500000000002,77.90500000000002,0.0,0.0,0.0,0.5,0.0,0,0,86,1,3,114,17,0.373084870269086,1,66137020-7199,	I concur.
u,82.42535714285715,82.42535714285715,0.3,0.3,0.25,0.1,0.0,0,0,2387,1,12,1404,204,0.0,1,66086706-7198,	is this  ... testing a thing? Please clarify. ;)
u,100.0,100.0,0.2,0.2,1.0,0.2,0.1825741858350553,0,0,86,1,2,112,16,0.289121654791456,1,66135501-7198,	can haz test pl0x?
u,50.610000000000014,72.61545454545457,0.5,0.5,0.0,0.3888888888888889,0.4082482904638631,0,0,187,1,5,509,97,0.0,1,66654096-7197,	dunno what the superclass does but you probably want to specify `ALLOWED_METHODS = frozenset(['POST'])`
u,100.0,100.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6546536707079772,88,1,7098,1,7,439,46,0.0,1,66654158-7197,	Update the tags?
u,43.47853658536589,92.17119565217394,0.3157894736842105,0.3508771929824561,0.0,0.5087719298245614,0.5097961223184572,0,0,441,1,4,146,34,0.5898748977383912,1,66654179-7197,"	aw, you should use the ""new"" property syntax instead of these arg lists...  ``` account_group_id = vapi.StringProperty(required=True) social_post_id = vapi.StringProperty(required=True) ```  Then you can access them like `self.account_group_id` in the process method."
u,83.32000000000004,83.32000000000004,0.4,0.4,0.0,0.2,0.1490711984999859,0,0,187,1,5,509,97,0.0,1,66654256-7197,	unit tests for this method
u,36.62000000000003,36.62000000000003,0.0,0.0,0.0,1.0,0.0,0,0,187,1,5,509,97,0.0,1,66654478-7197,	typo
u,89.52500000000002,88.5902380952381,0.4,0.4,0.3333333333333333,0.0857142857142857,0.1608723630219467,0,0,351,1,9,275,59,0.0,1,65925367-7194,"	last time I was here I remember getting shot at for missing styles.  Might be easy to make this whole function snake_case? Or simpler, just make `source_list` camelCase"
u,72.51881578947369,72.51881578947369,0.2857142857142857,0.2857142857142857,0.0,0.0476190476190476,0.3289758474798845,0,0,86,1,8,110,15,0.2948403130026424,1,65914677-7192,"	Just remove this line. There's a specific test case to un-comment, when Zomato starts supporting websites again."
u,69.79,69.79,0.5789473684210527,0.5789473684210527,0.0,0.0263157894736842,0.2061965247105806,2,1,174,1,4,203,25,0.0,1,65625398-7187,"	Super trivial, but if you add a comma to the end of this dict, github wont show it as a line removed and added the next time someone changes the dict (like shareCount did here)"
u,93.91457364341088,93.91457364341088,0.5652173913043478,0.5652173913043478,0.25,0.0217391304347826,0.3128056235449272,0,0,174,1,5,203,25,0.0,1,65627584-7187,	Do we need to fetch the the reactions for post twice. Question mark. Perhaps we could be a little smarter and only do the call once. unless there is something I am missing with requiring the number reactions to get the actual reactions?
u,77.90500000000002,77.90500000000002,0.0,0.0,0.0,0.5,0.0,44,1,1591,1,46,1511,290,0.8372774257099258,1,65634860-7187,	Extra space
u,92.965,92.965,0.5882352941176471,0.5882352941176471,1.0,0.0588235294117647,0.2782074420373285,0,0,174,1,5,203,25,0.0,1,65726446-7187,	what does this variable actually do? Is this the maximum number of reactions we will fetch?
u,82.39000000000001,82.39000000000001,0.5,0.5,0.0,0.125,0.0,0,0,174,1,5,203,25,0.0,1,65726556-7187,	Very minor but it is a little unclear
u,96.02461538461542,96.02461538461542,0.3076923076923077,0.3846153846153846,0.0,0.0769230769230769,0.3015113445777636,15,1,278,1,3,66,12,1.0,1,65609488-7185,	It may be a good idea to exc_info=True to logging.error
u,100.0,100.0,0.5454545454545454,0.5454545454545454,1.0,0.0909090909090909,0.2261335084333227,1,1,28,1,2,9,1,0.0,1,65438504-7180,	When we add post.reactions will this need to be updated?
u,84.90000000000003,100.0,0.3809523809523809,0.3809523809523809,1.0,0.1428571428571428,0.3207134902949092,4,1,695,1,10,307,56,0.0,0,65374127-7175,	Isn't `directory_data` the data we are getting from uberall? But we are converting the country code?
u,40.09,36.62000000000003,0.2222222222222222,0.2222222222222222,0.0,0.8888888888888888,0.3478327964999673,0,0,187,1,2,500,93,0.0,1,65121447-7169,	typo `is_combined_po_box_indicator_with_number`
u,99.52771739130438,99.49178571428574,0.6428571428571429,0.6785714285714286,0.5,0.1428571428571428,0.3429971702850176,0,0,187,1,2,500,93,0.0,1,65121590-7169,	do you need this `else: pass` ? preferable to just let the iteration do its thing and drop the else case if you can
u,52.87000000000002,52.87000000000002,0.5833333333333334,0.5833333333333334,0.0,0.0277777777777777,0.1999999999999999,0,0,187,1,2,500,93,0.0,1,65121679-7169,"	i like these comments and hope people keep them up to date. people will scoff at overcommenting, but i think these are super valuable ones because of the specificity of these low level operations. :+1:"
u,67.32894736842107,75.76500000000001,0.4347826086956521,0.4782608695652174,0.0,0.0869565217391304,0.2614881801842454,0,0,187,1,3,500,93,0.0,1,65121975-7169,"	you want your class name to be leading capital camel case, java-style. also again with the `GaeTestCase` comment"
u,39.78176470588238,39.78176470588238,0.5267857142857143,0.5357142857142857,0.25,0.0089285714285714,0.1347150628109127,0,0,187,1,3,500,93,0.0,0,65122271-7169,"	i can't answer that, i don't have a histogram of address structure class frequencies memorized yet. maybe someone who has seen more might be able to make a suggestion? @ckurz-va @jfingler-va  my feeling is that you've covered enough here to make this stronger than what it was, so even it's not perfect, it's still incrementally stronger and so that shouldn't stop it from going forward. documenting those unsupported cases here is valuable, if they become a problem, the next guy just needs to uncomment the problematic case and tdd without worrying about many externalities."
u,100.0,100.0,0.4915254237288136,0.5254237288135594,0.0,0.0338983050847457,0.1020620726159657,0,0,304,1,1,157,37,0.4020480950493114,1,65087868-7161,"	if this is just ```raise``` it should raise the last exception that was thrown. With the way you're doing it any traceback is lost. It's probably not a big deal in this case, but give it a try.  http://www.ianbicking.org/blog/2007/09/re-raising-exceptions.html"
u,100.0,100.0,0.5,0.5,0.0,0.1,0.2499999999999999,6,1,3166,1,36,1360,277,0.3492040042848795,1,65092384-7161,	I think those 2 result in the same behaviour.
u,0.0,75.87500000000001,0.2857142857142857,0.2857142857142857,0.0,0.6666666666666666,0.6188527477552761,0,0,231,1,2,119,15,0.6864824749132555,1,64775339-7140,	``` with self.assertRaises(InstagramAPIError):   InstagramMentionSearchManager.get_mentions_for_location('object-id') ``` Reads much clearer IMO
u,100.0,100.0,0.0,0.0,0.0,1.0,0.0,0,0,187,1,3,489,87,0.0,1,64778689-7140,	rasieees
u,94.565,94.565,0.631578947368421,0.631578947368421,1.0,0.0526315789473684,0.400500939457407,82,1,3488,1,94,1741,303,0.0,1,64766418-7137,"	should we note that this is the test cluster, but using ip so you can hit it locally?"
u,78.70785714285716,78.70785714285716,0.7333333333333333,0.7333333333333333,0.0,0.0333333333333333,0.3535533905932737,0,0,209,1,8,206,52,0.7586142287718893,0,64742195-7134,"	not sure if it really matters, but these calculations could be done in the else instead, then it's not being done if the account group was deleted"
u,92.965,83.32000000000004,0.3636363636363636,0.3636363636363636,0.0,0.4545454545454545,0.1448413648755803,14,1,1591,1,63,1495,287,0.7752121613284599,1,64657990-7133,	`reshares` and `likes` could also default to `0`
u,74.00789473684213,100.0,0.2068965517241379,0.2068965517241379,0.0,0.6551724137931034,0.5240825440522419,13,1,1591,1,44,1495,287,0.7147751138854995,1,64658225-7133,"	We're reusing the `post_stats` dict here, which might lead to confusion in the future.  Maybe something like... ``` dict_of_post_stats[post_id] = {    'likeCount': stored_post.likes,    'commentCount': stored_post.comment_count,    'shareCount': stored_post.reshares } ```"
u,75.50000000000003,100.0,0.3333333333333333,0.3333333333333333,0.0,0.4166666666666667,0.1543033499620919,1,1,209,1,7,201,51,0.4020480950493114,1,64568297-7117,"	this isn't really `unavailable`, it's more `forbidden`"
u,80.30636363636367,100.0,0.2352941176470588,0.2352941176470588,0.0,0.5294117647058824,0.2684624220856098,1,1,209,1,7,201,51,0.4020480950493114,1,64612375-7117,"	this if branch should be a  `['uberall', 'api_call', 'forbidden']` tick"
u,99.0,98.2525,0.45,0.45,0.0,0.15,0.0953462589245592,12,1,695,1,5,307,56,0.0,1,64479045-7113,	You need to add an entry to `routes.py`. Can't believe no one mentioned this yet lol.
u,67.16000000000003,85.13947368421054,0.3137254901960784,0.3137254901960784,0.5,0.5686274509803921,0.2161688505835584,0,0,187,1,3,477,81,0.0,1,64473063-7112,	From https://cloud.google.com/appengine/docs/python/taskqueue/push/creating-tasks#naming_a_task ``` After a task is removed from a queue you can't insert a task with the same name into the queue until 10 days have passed. ``` can we adjust that?
u,96.02461538461542,100.0,0.2777777777777778,0.3333333333333333,1.0,0.4444444444444444,0.4082482904638629,0,0,339,1,11,155,48,0.8314971796756814,1,64437344-7111,	Do you want to return `address_2` when `full_address` isn't present?
u,90.935,93.70161764705884,0.4,0.4,0.0,0.24,0.2390457218668787,0,0,339,1,11,155,48,0.8314971796756814,1,64438090-7111,"	I think it probably shouldn't be returned. But if you hear differently, `full_address` needs to be `strip`ed"
u,92.43000000000002,100.0,0.3448275862068966,0.3448275862068966,0.5,0.3793103448275862,0.2335496832484568,0,0,137,1,3,81,14,0.0,1,63959754-7096,	Is it possible for non-numbers to be pulled into the `phone_number_field`? In that case I think `json.loads` raises a `ValueError`.
u,96.05954545454546,100.0,0.4827586206896552,0.4827586206896552,1.0,0.3103448275862069,0.2864459496157732,0,0,695,1,4,287,50,0.0,1,63927956-7089,	Is it possible to get the `uid` and `pid` from the row and use `Listing.getById` instead (which does a key.get())?
u,94.3,100.0,0.2,0.2,1.0,0.3,0.3535533905932737,0,0,695,1,4,287,50,0.0,0,63928072-7089,	Any reason you don't just call `listing.save()`?
u,100.0,100.0,0.3,0.3,1.0,0.5,0.1666666666666666,0,0,432,1,4,326,62,0.9295565995129684,1,63616013-7072,	Is `content` the `title` here then?
u,74.06583333333336,72.32350000000002,0.53125,0.53125,0.5,0.15625,0.2108185106778919,0,0,339,0,0,141,43,0.0,1,63706666-7072,	Do you know if using `in` over the page content is particularly expensive? Might be worth fetching the title content before calling `in` five times over it.
u,69.46391304347827,72.9868181818182,0.6,0.6,0.0,0.08,0.0701862406343596,15,1,695,1,16,278,48,0.0,1,63608230-7069,	I would probably make this an `error` since ideally we don't want this happening at all and high visibility if it does.
u,96.27105263157895,96.27105263157895,0.4390243902439024,0.4390243902439024,0.0,0.024390243902439,0.1048284836721918,0,0,339,0,0,134,42,0.0,0,63608469-7069,"	If it's just a PyCharm warning, don't worry about it. If it actually won't let you call it, talk to Brad and see if there's a really good reason it's named that way."
